district,building_id,school_name,borough,program_category
"24","Q019","P.S. 19","Q","Exterior Masonry"
"24","Q019","P.S. 19","Q","Flood Elimination"
"24","Q019","P.S. 19","Q","IP Digital Video Surveillance"
"24","Q019","P.S. 19","Q","Lighting Fixtures"
"24","Q019","P.S. 19","Q","Lighting Fixtures"
"24","Q019","P.S. 19","Q","Parapets"
"24","Q019","P.S. 19","Q","Roofs"
"24","Q028","P.S. 28 (ECC)","Q","Classroom Connectivity"
"24","Q049","P.S./I.S. 49","Q","Classroom Connectivity"
"24","Q058","P.S. 58","Q","Classroom Connectivity"
"24","Q058","P.S. 58","Q","New/Retrofit Telephone/Intercom System"
"24","Q061","I.S. 61","Q","Classroom Connectivity"
"24","Q061","I.S. 61","Q","Elevators And Escalators"
"24","Q061","I.S. 61","Q","Lighting Fixtures"
"24","Q061","I.S. 61","Q","New/Retrofit Telephone/Intercom System"
"24","Q061","I.S. 61","Q","Walk-In Freezer Replacements"
"24","Q068","P.S. 68","Q","Auditorium Upgrade"
"24","Q068","P.S. 68","Q","Classroom Connectivity"
"24","Q068","P.S. 68","Q","Emergency Stabilization"
"24","Q068","P.S. 68","Q","New/Retrofit Telephone/Intercom System"
"24","Q068","P.S. 68","Q","Roofs"
"24","Q071","P.S. 71","Q","Classroom Connectivity"
"24","Q073","I.S. 73","Q","Classroom Connectivity"
"24","Q073","I.S. 73","Q","Low-Voltage Electrical Systems"
"24","Q081","P.S. 81","Q","Classroom Connectivity"
"24","Q081","P.S. 81","Q","Classroom Connectivity"
"24","Q081","P.S. 81","Q","Exterior Masonry"
"24","Q081","P.S. 81","Q","New/Retrofit Telephone/Intercom System"
"24","Q081","P.S. 81","Q","Reinforcing Support Elements"
"24","Q087","P.S. 87","Q","Classroom Connectivity"
"24","Q087","P.S. 87","Q","Flood Elimination"
"24","Q087","P.S. 87","Q","New/Retrofit Telephone/Intercom System"
"24","Q088","P.S. 88","Q","Classroom Connectivity"
"24","Q088","P.S. 88","Q","Fencing"
"24","Q088","P.S. 88","Q","Lighting Fixtures"
"24","Q088","P.S. 88","Q","New/Retrofit Telephone/Intercom System"
"24","Q088","P.S. 88","Q","Parapets"
"24","Q088","P.S. 88","Q","Roofs"
"24","Q089","P.S. 89","Q","A/C Split System"
"24","Q089","P.S. 89","Q","Classroom Connectivity"
"24","Q089","P.S. 89","Q","Classroom Connectivity"
"24","Q089","P.S. 89","Q","Flood Elimination"
"24","Q089","P.S. 89","Q","IP Digital Video Surveillance"
"24","Q089","P.S. 89","Q","New/Retrofit Telephone/Intercom System"
"24","Q089","P.S. 89","Q","Parapets"
"24","Q089","P.S. 89","Q","Roofs"
"24","Q091","P.S. 91","Q","Classroom Connectivity"
"24","Q091","P.S. 91","Q","New/Retrofit Telephone/Intercom System"
"24","Q093","I.S. 93","Q","Classroom Connectivity"
"24","Q093","I.S. 93","Q","Flood Elimination"
"24","Q093","I.S. 93","Q","IP Digital Video Surveillance"
"24","Q102","P.S./I.S. 102","Q","Classroom Connectivity"
"24","Q113","P.S./I.S. 113","Q","Classroom Connectivity"
"24","Q113","P.S./I.S. 113","Q","Lighting Fixtures"
"24","Q113","P.S./I.S. 113","Q","New/Retrofit Telephone/Intercom System"
"24","Q119","I.S. 119","Q","Classroom Connectivity"
"24","Q119","I.S. 119","Q","IP Digital Video Surveillance"
"24","Q119","I.S. 119","Q","Playground Redevelopment"
"24","Q125","I.S. 125","Q","Classroom Connectivity"
"24","Q143","P.S. 143","Q","Classroom Connectivity"
"24","Q143","P.S. 143","Q","IP Digital Video Surveillance"
"24","Q153","P.S. 153","Q","Classroom Connectivity"
"24","Q153","P.S. 153","Q","New/Retrofit Telephone/Intercom System"
"24","Q199","P.S. 199","Q","Classroom Connectivity"
"24","Q199","P.S. 199","Q","Lighting Fixtures"
"24","Q199","P.S. 199","Q","New/Retrofit Telephone/Intercom System"
"24","Q229","P.S. 229","Q","Boiler Conversion"
"24","Q229","P.S. 229","Q","Classroom Connectivity"
"24","Q229","P.S. 229","Q","Elevators And Escalators"
"24","Q229","P.S. 229","Q","Heating Plant Upgrade"
"24","Q239","P.S. 239","Q","Classroom Connectivity"
"24","Q239","P.S. 239","Q","Classroom Connectivity"
"24","Q239","P.S. 239","Q","New/Retrofit Telephone/Intercom System"
"24","Q239","P.S. 239","Q","Paved Area-Blacktop"
"24","Q245","P.S. 245 ECC (@ SENECA AVE)","Q","Classroom Connectivity"
"24","Q247","P.S. /I.S. 128","Q","Classroom Connectivity"
"24","Q260","P.S. 307","Q","Classroom Connectivity"
"24","Q269","P.S./I.S. 269","Q","Classroom Connectivity"
"24","Q269","P.S./I.S. 269","Q","Exterior Masonry"
"24","Q269","P.S./I.S. 269","Q","New/Retrofit Telephone/Intercom System"
"24","Q269","P.S./I.S. 269","Q","Roofs"
"24","Q322","P.S. 14 ANNEX","Q","Classroom Connectivity"
"24","Q721","P.S. 16 (OLD Q721 SPED)","Q","Classroom Connectivity"
"24","Q721","P.S. 16 (OLD Q721 SPED)","Q","Classroom Connectivity"
"24","Q721","P.S. 16 (OLD Q721 SPED)","Q","Classroom Connectivity"
"24","Q721","P.S. 16 (OLD Q721 SPED)","Q","New/Retrofit Telephone/Intercom System"
"24","Q777","P.S. 199 ANNEX (@ ST. TERESA'S)","Q","Electrical Systems"
"24","Q777","P.S. 199 ANNEX (@ ST. TERESA'S)","Q","Low-Voltage Electrical Systems"
"24","Q841","P.S. 199 ANNEX","Q","Classroom Connectivity"
"24","Q848","P.S. 81 ANNEX (OLD 75)","Q","Classroom Connectivity"
"24","Q848","P.S. 81 ANNEX (OLD 75)","Q","Exterior Masonry"
"24","Q848","P.S. 81 ANNEX (OLD 75)","Q","Flood Elimination"
"24","Q849","I.S. 77","Q","Classroom Connectivity"
"24","Q849","I.S. 77","Q","New/Retrofit Telephone/Intercom System"
"24","Q873","I.S. 73 MINISCHOOL","Q","Classroom Connectivity"
"24","Q873","I.S. 73 MINISCHOOL","Q","Roofs"
"24","Q876","P.S. 88 ANNEX","Q","Classroom Connectivity"
"24","Q877","51ST AVENUE ACADEMY","Q","Classroom Connectivity"
"24","Q878","P.S. 128 ANNEX","Q","New/Retrofit Telephone/Intercom System"
"24","QAGV","SCHOOL OF TRANSFIGURATION","Q","New/Retrofit Telephone/Intercom System"
"25","Q020","P.S. 20","Q","Classroom Connectivity"
"25","Q020","P.S. 20","Q","New/Retrofit Telephone/Intercom System"
"25","Q021","P.S. 21","Q","Boiler Conversion"
"25","Q021","P.S. 21","Q","Classroom Connectivity"
"25","Q021","P.S. 21","Q","Exterior Masonry"
"25","Q021","P.S. 21","Q","New/Retrofit Telephone/Intercom System"
"25","Q021","P.S. 21","Q","Parapets"
"25","Q021","P.S. 21","Q","Roofs"
"25","Q021","P.S. 21","Q","Safety Systems"
"25","Q022","P.S. 22","Q","Boiler Conversion"
"25","Q022","P.S. 22","Q","Classroom Connectivity"
"25","Q022","P.S. 22","Q","Emergency Stabilization"
"25","Q022","P.S. 22","Q","New/Retrofit Telephone/Intercom System"
"25","Q024","P.S. 24","Q","Classroom Connectivity"
"25","Q024","P.S. 24","Q","Electrical Systems"
"25","Q024","P.S. 24","Q","Exterior Masonry"
"25","Q024","P.S. 24","Q","New/Retrofit Telephone/Intercom System"
"25","Q024","P.S. 24","Q","Parapets"
"25","Q025","J.H.S. 25","Q","Air Conditioning Retrofit"
"25","Q025","J.H.S. 25","Q","Boiler Conversion"
"25","Q025","J.H.S. 25","Q","Classroom Connectivity"
"25","Q025","J.H.S. 25","Q","Classroom Connectivity"
"25","Q025","J.H.S. 25","Q","Elevators and Escalators"
"25","Q025","J.H.S. 25","Q","Exterior Masonry"
"25","Q025","J.H.S. 25","Q","IP Digital Video Surveillance"
"25","Q025","J.H.S. 25","Q","Parapets"
"25","Q025","J.H.S. 25","Q","Roofs"
"25","Q029","P.S. 29 ADDITION","Q","Classroom Connectivity"
"25","Q029","P.S. 29 ADDITION","Q","New/Retrofit Telephone/Intercom System"
"25","Q029","P.S. 29","Q","Room Conversions/Partitioning"
"25","Q032","P.S. 32","Q","Classroom Connectivity"
"25","Q032","P.S. 32","Q","Lighting Fixtures"
"25","Q032","P.S. 32","Q","New/Retrofit Telephone/Intercom System"
"25","Q079","P.S. 79","Q","Classroom Connectivity"
"25","Q079","P.S. 79","Q","Domestic Piping"
"25","Q079","P.S. 79","Q","Exterior Masonry"
"25","Q079","P.S. 79","Q","Parapets"
"25","Q079","P.S. 79","Q","Roofs"
"25","Q079","P.S. 79","Q","Windows"
"25","Q107","P.S. 107","Q","Boiler Conversion"
"25","Q107","P.S. 107","Q","Classroom Connectivity"
"25","Q107","P.S. 107","Q","Elevators And Escalators"
"25","Q107","P.S. 107","Q","New/Retrofit Telephone/Intercom System"
"25","Q120","P.S. 120","Q","Classroom Connectivity"
"25","Q120","P.S. 120","Q","New/Retrofit Telephone/Intercom System"
"25","Q129","P.S. 129","Q","Classroom Connectivity"
"25","Q129","P.S. 129","Q","IP Digital Video Surveillance"
"25","Q129","P.S. 129","Q","New/Retrofit Telephone/Intercom System"
"25","Q130","P.S. 130","Q","Classroom Connectivity"
"25","Q130","P.S. 130","Q","New/Retrofit Telephone/Intercom System"
"25","Q154","P.S. 154","Q","Classroom Connectivity"
"25","Q154","P.S. 154","Q","Electrical Systems"
"25","Q154","P.S. 154","Q","New/Retrofit Telephone/Intercom System"
"25","Q163","P.S. 163","Q","Classroom Connectivity"
"25","Q163","P.S. 163","Q","New/Retrofit Telephone/Intercom System"
"25","Q164","P.S. 164","Q","Classroom Connectivity"
"25","Q164","P.S. 164","Q","Low-Voltage Electrical Systems"
"25","Q165","P.S. 165","Q","Auditorium Upgrade"
"25","Q165","P.S. 165","Q","Boiler Conversion"
"25","Q165","P.S. 165","Q","Classroom Connectivity"
"25","Q165","P.S. 165","Q","Lighting Fixtures"
"25","Q168","J.H.S. 168","Q","Classroom Connectivity"
"25","Q168","J.H.S. 168","Q","Classroom Connectivity"
"25","Q168","J.H.S. 168","Q","Climate Control"
"25","Q168","J.H.S. 168","Q","Lighting Fixtures"
"25","Q168","J.H.S. 168","Q","Low-Voltage Electrical Systems"
"25","Q168","J.H.S. 168","Q","New/Retrofit Telephone/Intercom System"
"25","Q168","J.H.S. 168","Q","Science Lab Upgrades"
"25","Q169","P.S. 169","Q","Boiler Conversion"
"25","Q169","P.S. 169","Q","Classroom Connectivity"
"25","Q169","P.S. 169","Q","Emergency Stabilization"
"25","Q169","P.S. 169","Q","Lighting Fixtures"
"25","Q169","P.S. 169","Q","New/Retrofit Telephone/Intercom System"
"25","Q169","P.S. 169","Q","Science Lab Upgrades"
"25","Q184","P.S. 184","Q","Classroom Connectivity"
"25","Q184","P.S. 184","Q","Electrical Systems"
"25","Q185","J.H.S. 185","Q","Auditorium Upgrade"
"25","Q185","J.H.S. 185","Q","Classroom Connectivity"
"25","Q185","J.H.S. 185","Q","Low-Voltage Electrical Systems"
"25","Q185","J.H.S. 185","Q","Parapets"
"25","Q185","J.H.S. 185","Q","Roofs"
"25","Q185","J.H.S. 185","Q","Safety Systems"
"25","Q185","J.H.S. 185","Q","Windows"
"25","Q189","J.H.S. 189","Q","Boiler Conversion"
"25","Q189","J.H.S. 189","Q","Classroom Connectivity"
"25","Q189","J.H.S. 189","Q","Classroom Connectivity"
"25","Q189","J.H.S. 189","Q","Kitchen Areas"
"25","Q189","J.H.S. 189","Q","Lighting Fixtures"
"25","Q189","J.H.S. 189","Q","Low-Voltage Electrical Systems"
"25","Q189","J.H.S. 189","Q","New/Retrofit Telephone/Intercom System"
"25","Q189","J.H.S. 189","Q","Walk-In Freezer Replacements"
"25","Q193","P.S. 193","Q","Classroom Connectivity"
"25","Q193","P.S. 193","Q","IP Digital Video Surveillance"
"25","Q193","P.S. 193","Q","Low-Voltage Electrical Systems"
"25","Q194","J.H.S. 194","Q","Classroom Connectivity"
"25","Q194","J.H.S. 194","Q","Lighting Fixtures"
"25","Q194","J.H.S. 194","Q","Walk-In Freezer Replacements"
"25","Q200","P.S. 200","Q","Classroom Connectivity"
"25","Q200","P.S. 200","Q","Kitchen Areas"
"25","Q200","P.S. 200","Q","Lighting Fixtures"
"25","Q201","P.S. 201","Q","Classroom Connectivity"
"25","Q201","P.S. 201","Q","Exterior Masonry"
"25","Q201","P.S. 201","Q","New/Retrofit Telephone/Intercom System"
"25","Q209","P.S. 209","Q","Classroom Connectivity"
"25","Q209","P.S. 209","Q","Lighting Fixtures"
"25","Q214","P.S. 214","Q","Classroom Connectivity"
"25","Q214","P.S. 214","Q","Parapets"
"25","Q219","P.S. 219","Q","Boiler Conversion"
"25","Q219","P.S. 219","Q","Classroom Connectivity"
"25","Q219","P.S. 219","Q","Low-Voltage Electrical Systems"
"25","Q237","J.H.S. 237","Q","Classroom Connectivity"
"25","Q237","J.H.S. 237","Q","Low-Voltage Electrical Systems"
"25","Q237","J.H.S. 237","Q","New/Retrofit Telephone/Intercom System"
"25","Q237","J.H.S. 237","Q","Parapets"
"25","Q237","J.H.S. 237","Q","Science Lab Upgrades"
"25","Q242","P.S. 242 - (ECC)","Q","Classroom Connectivity"
"25","Q242","P.S. 242 - (ECC)","Q","New/Retrofit Telephone/Intercom System"
"25","Q244","P.S. 244 ECC (@ FRANKLIN AVE)","Q","Classroom Connectivity"
"25","Q499","P.S./I.S. 499","Q","Classroom Connectivity"
"25","Q499","P.S./I.S. 499","Q","New/Retrofit Telephone/Intercom System"
"26","Q018","P.S. 18","Q","Classroom Connectivity"
"26","Q018","P.S. 18","Q","Electrical Systems"
"26","Q018","P.S. 18","Q","Exterior Masonry"
"26","Q018","P.S. 18","Q","Lighting Fixtures"
"26","Q018","P.S. 18","Q","New/Retrofit Telephone/Intercom System"
"26","Q018","P.S. 18","Q","Parapets"
"26","Q018","P.S. 18","Q","Roofs"
"26","Q026","P.S. 26","Q","Classroom Connectivity"
"26","Q026","P.S. 26","Q","Electrical Systems"
"26","Q026","P.S. 26","Q","New/Retrofit Telephone/Intercom System"
"26","Q031","P.S. 31","Q","Classroom Connectivity"
"26","Q031","P.S. 31","Q","Lighting Fixtures"
"26","Q031","P.S. 31","Q","Low-Voltage Electrical Systems"
"26","Q031","P.S. 31","Q","New/Retrofit Telephone/Intercom System"
"26","Q041","P.S. 41","Q","Classroom Connectivity"
"26","Q041","P.S. 41","Q","Classroom Connectivity"
"26","Q041","P.S. 41","Q","New/Retrofit Telephone/Intercom System"
"26","Q041","P.S. 41","Q","Parapets"
"26","Q046","P.S. 46","Q","Auditorium Upgrade"
"26","Q046","P.S. 46","Q","Classroom Connectivity"
"26","Q046","P.S. 46","Q","Interior Spaces"
"26","Q067","J.H.S. 67","Q","Classroom Connectivity"
"26","Q067","J.H.S. 67","Q","Electrical Systems"
"26","Q067","J.H.S. 67","Q","Emergency Stabilization"
"26","Q067","J.H.S. 67","Q","IP Digital Video Surveillance"
"26","Q067","J.H.S. 67","Q","Lighting Fixtures"
"26","Q074","I.S. 74","Q","Classroom Connectivity"
"26","Q074","I.S. 74","Q","New/Retrofit Telephone/Intercom System"
"26","Q094","P.S. 94","Q","Accessibility"
"26","Q094","P.S. 94","Q","Classroom Connectivity"
"26","Q094","P.S. 94","Q","Exterior Masonry"
"26","Q094","P.S. 94","Q","Flood Elimination"
"26","Q094","P.S. 94","Q","Roofs"
"26","Q098","P.S. 98","Q","Auditorium Upgrade"
"26","Q098","P.S. 98","Q","Classroom Connectivity"
"26","Q098","P.S. 98","Q","Domestic Piping"
"26","Q115","P.S. 115","Q","Classroom Connectivity"
"26","Q115","P.S. 115","Q","Exterior Masonry"
"26","Q115","THE JAMES J. AMBROSE SCHOOL","Q","Lighting Fixtures"
"26","Q115","P.S. 115","Q","New/Retrofit Telephone/Intercom System"
"26","Q133","P.S. 133","Q","Classroom Connectivity"
"26","Q133","P.S. 133","Q","New/Retrofit Telephone/Intercom System"
"26","Q158","J.H.S. 158","Q","Classroom Connectivity"
"26","Q158","J.H.S. 158","Q","Lighting Fixtures"
"26","Q158","J.H.S. 158","Q","New/Retrofit Telephone/Intercom System"
"26","Q159","P.S. 159","Q","Classroom Connectivity"
"26","Q159","P.S. 159","Q","Emergency Stabilization"
"26","Q159","P.S. 159","Q","New/Retrofit Telephone/Intercom System"
"26","Q162","P.S. 162","Q","Classroom Connectivity"
"26","Q162","P.S. 162","Q","Emergency Stabilization"
"26","Q162","P.S. 162","Q","Lighting Fixtures"
"26","Q172","J.H.S. 172","Q","Boiler Conversion"
"26","Q172","J.H.S. 172","Q","Classroom Connectivity"
"26","Q172","J.H.S. 172","Q","Electrical Systems"
"26","Q172","J.H.S. 172","Q","Lighting Fixtures"
"26","Q173","P.S. 173","Q","Boiler Conversion"
"26","Q173","P.S. 173","Q","Classroom Connectivity"
"26","Q173","P.S. 173","Q","New/Retrofit Telephone/Intercom System"
"26","Q173","P.S. 173","Q","Playground Redevelopment"
"26","Q178","P.S. 178","Q","Classroom Connectivity"
"26","Q178","P.S. 178","Q","Lighting Fixtures"
"26","Q179","P.S. 179","Q","Classroom Connectivity"
"26","Q179","P.S. 179","Q","Lighting Fixtures"
"26","Q179","P.S. 179","Q","New/Retrofit Telephone/Intercom System"
"26","Q186","P.S. 186","Q","Classroom Connectivity"
"26","Q186","P.S. 186","Q","Electrical Systems"
"26","Q186","P.S. 186","Q","Flood Elimination"
"26","Q186","P.S. 186","Q","Lighting Fixtures"
"26","Q186","P.S. 186","Q","Low-Voltage Electrical Systems"
"26","Q186","P.S. 186","Q","New/Retrofit Telephone/Intercom System"
"26","Q188","P.S. 188","Q","Classroom Connectivity"
"26","Q191","P.S. 191","Q","Classroom Connectivity"
"26","Q203","P.S. 203","Q","Classroom Connectivity"
"26","Q203","P.S. 203","Q","Lighting Fixtures"
"26","Q205","P.S. 205","Q","Classroom Connectivity"
"26","Q205","P.S. 205","Q","Classroom Connectivity"
"26","Q205","P.S. 205","Q","Domestic Piping"
"26","Q205","P.S. 205","Q","New/Retrofit Telephone/Intercom System"
"26","Q213","P.S. 213","Q","Classroom Connectivity"
"26","Q213","P.S. 213","Q","Classroom Connectivity"
"26","Q213","P.S. 213","Q","Electrical Systems"
"26","Q213","P.S. 213","Q","Exterior Masonry"
"26","Q213","P.S. 213","Q","Lighting Fixtures"
"26","Q213","P.S. 213","Q","Parapets"
"26","Q213","P.S. 213","Q","Roofs"
"26","Q216","J.H.S. 216","Q","Classroom Connectivity"
"26","Q216","J.H.S. 216","Q","Flood Elimination"
"26","Q216","J.H.S. 216","Q","Paved Area-Concrete"
"26","Q221","P.S. 221","Q","Classroom Connectivity"
"26","Q221","P.S. 221","Q","Lighting Fixtures"
"26","Q266","P.S./I.S. 266","Q","Classroom Connectivity"
"26","Q266","P.S./I.S. 266","Q","Classroom Connectivity"
"26","Q266","P.S./I.S. 266","Q","IP Digital Video Surveillance"
"26","Q266","P.S./I.S. 266","Q","New/Retrofit Telephone/Intercom System"
"26","QALP","PS 23 @ HILLSIDE PSYCH","Q","New/Retrofit Telephone/Intercom System"
"26","QALP","PS 23 @ HILLSIDE PSYCH","Q","New/Retrofit Telephone/Intercom System"
"26","QALP","PS 23 @ HILLSIDE PSYCH","Q","Technology"
"27","Q042","P.S. 42","Q","Classroom Connectivity"
"27","Q042","P.S. 42","Q","New/Retrofit Telephone/Intercom System"
"27","Q043","P.S. 43","Q","Classroom Connectivity"
"27","Q043","P.S. 43","Q","Classroom Connectivity"
"27","Q043","P.S. 43","Q","Low-Voltage Electrical Systems"
"27","Q043","P.S. 43","Q","New/Retrofit Telephone/Intercom System"
"27","Q045","P.S. 45","Q","Classroom Connectivity"
"27","Q045","P.S. 45","Q","Exterior Masonry"
"27","Q045","P.S. 45","Q","Flood Elimination"
"27","Q045","P.S. 45","Q","New/Retrofit Telephone/Intercom System"
"27","Q045","P.S. 45","Q","Parapets"
"27","Q045","P.S. 45","Q","Paved Area-Blacktop"
"27","Q045","P.S. 45","Q","Playground Redevelopment"
"27","Q047","P.S. 47","Q","Classroom Connectivity"
"27","Q047","P.S. 47","Q","Exterior Masonry"
"27","Q047","P.S. 47","Q","Lighting Fixtures"
"27","Q047","P.S. 47","Q","New/Retrofit Telephone/Intercom System"
"27","Q047","P.S. 47","Q","Roofs"
"27","Q047","P.S. 47","Q","Windows"
"27","Q051","P.S. 51 (ECC)","Q","Classroom Connectivity"
"27","Q051","P.S. 51 (ECC)","Q","Exterior Masonry"
"27","Q051","P.S. 51 (ECC)","Q","New/Retrofit Telephone/Intercom System"
"27","Q053","I.S. 53","Q","Classroom Connectivity"
"27","Q053","I.S. 53","Q","Emergency Stabilization"
"27","Q053","I.S. 53","Q","Low-Voltage Electrical Systems"
"27","Q053","I.S. 53","Q","Science Lab Upgrades"
"27","Q056","P.S. 56 (OLD R HILL AX)","Q","Classroom Connectivity"
"27","Q056","P.S. 56 (OLD R HILL AX)","Q","Domestic Piping"
"27","Q056","P.S. 56 (OLD R HILL AX)","Q","New/Retrofit Telephone/Intercom System"
"27","Q060","P.S. 60","Q","Classroom Connectivity"
"27","Q060","P.S. 60","Q","Lighting Fixtures"
"27","Q060","P.S. 60","Q","New/Retrofit Telephone/Intercom System"
"27","Q062","P.S. 62","Q","Classroom Connectivity"
"27","Q062","P.S. 62","Q","IP Digital Video Surveillance"
"27","Q062","P.S. 62","Q","New/Retrofit Telephone/Intercom System"
"27","Q062","P.S. 62","Q","Playground Redevelopment"
"27","Q063","P.S. 63","Q","Classroom Connectivity"
"27","Q063","P.S. 63","Q","IP Digital Video Surveillance"
"27","Q063","P.S. 63","Q","New/Retrofit Telephone/Intercom System"
"27","Q064","P.S. 64","Q","Classroom Connectivity"
"27","Q064","P.S. 64","Q","Exterior Masonry"
"27","Q064","P.S. 64","Q","New/Retrofit Telephone/Intercom System"
"27","Q064","P.S. 64","Q","Parapets"
"27","Q066","P.S. 66","Q","Classroom Connectivity"
"27","Q066","P.S. 66","Q","Domestic Piping"
"27","Q066","P.S. 66","Q","Lighting Fixtures"
"27","Q066","P.S. 66","Q","Parapets"
"27","Q090","P.S. 90","Q","Classroom Connectivity"
"27","Q090","P.S. 90","Q","Lighting Fixtures"
"27","Q090","P.S. 90","Q","New/Retrofit Telephone/Intercom System"
"27","Q090","P.S. 90","Q","Parapets"
"27","Q096","P.S. 96","Q","Classroom Connectivity"
"27","Q096","P.S. 96","Q","New/Retrofit Telephone/Intercom System"
"27","Q097","P.S. 97","Q","Classroom Connectivity"
"27","Q097","P.S. 97","Q","Exterior Masonry"
"27","Q097","P.S. 97","Q","New/Retrofit Telephone/Intercom System"
"27","Q097","P.S. 97","Q","Parapets"
"27","Q097","P.S. 97","Q","Safety Systems"
"27","Q100","P.S. 100","Q","Classroom Connectivity"
"27","Q100","P.S. 100","Q","Exterior Masonry"
"27","Q100","P.S. 100","Q","Flood Elimination"
"27","Q100","P.S. 100","Q","Lighting Fixtures"
"27","Q100","P.S. 100","Q","New/Retrofit Telephone/Intercom System"
"27","Q100","P.S. 100","Q","Parapets"
"27","Q104","P.S. 104","Q","Classroom Connectivity"
"27","Q104","P.S. 104","Q","Electrical Systems"
"27","Q104","P.S. 104","Q","Exterior Masonry"
"27","Q104","P.S. 104","Q","Lighting Fixtures"
"27","Q104","P.S. 104","Q","New/Retrofit Telephone/Intercom System"
"27","Q104","P.S. 104","Q","Parapets"
"27","Q104","P.S. 104","Q","Windows"
"27","Q105","P.S. 105","Q","Classroom Connectivity"
"27","Q105","P.S. 105","Q","IP Digital Video Surveillance"
"27","Q105","P.S. 105","Q","Lighting Fixtures"
"27","Q105","P.S. 105","Q","Low-Voltage Electrical Systems"
"27","Q105","P.S. 105","Q","New/Retrofit Telephone/Intercom System"
"27","Q105","P.S. 105","Q","Windows"
"27","Q106","P.S. 106","Q","Accessibility"
"27","Q106","P.S. 106","Q","Classroom Connectivity"
"27","Q106","P.S. 106","Q","Low-Voltage Electrical Systems"
"27","Q108","P.S. 108","Q","Classroom Connectivity"
"27","Q108","P.S. 108","Q","New/Retrofit Telephone/Intercom System"
"27","Q114","P.S. 114","Q","Classroom Connectivity"
"27","Q123","P.S. 123","Q","Classroom Connectivity"
"27","Q123","P.S. 123","Q","Classroom Connectivity"
"27","Q123","P.S. 123","Q","Exterior Masonry"
"27","Q123","P.S. 123","Q","Parapets"
"27","Q124","P.S. 124","Q","Classroom Connectivity"
"27","Q137","M.S. 137","Q","Classroom Connectivity"
"27","Q137","M.S. 137","Q","Exterior Masonry"
"27","Q137","M.S. 137","Q","New/Retrofit Telephone/Intercom System"
"27","Q137","M.S. 137","Q","Parapets"
"27","Q137","M.S. 137","Q","Roofs"
"27","Q146","P.S. 146","Q","Cafeteria / Multipurpose Room Upgrade"
"27","Q146","P.S. 146","Q","Classroom Connectivity"
"27","Q146","P.S. 146","Q","New/Retrofit Telephone/Intercom System"
"27","Q155","P.S. 155","Q","Classroom Connectivity"
"27","Q155","P.S. 155","Q","Classroom Connectivity"
"27","Q155","P.S. 155","Q","IP Digital Video Surveillance"
"27","Q155","P.S. 155","Q","New/Retrofit Telephone/Intercom System"
"27","Q180","I.S. 323 (OLD IS 180)","Q","Classroom Connectivity"
"27","Q180","I.S. 323 (OLD IS 180)","Q","IP Digital Video Surveillance"
"27","Q180","I.S. 323 (OLD IS 180)","Q","New/Retrofit Telephone/Intercom System"
"27","Q180","I.S. 323 (OLD IS 180)","Q","Room Conversions/Partitioning"
"27","Q183","P.S. 183","Q","Boiler Conversion"
"27","Q183","P.S. 183","Q","Classroom Connectivity"
"27","Q183","P.S. 183","Q","Emergency Stabilization"
"27","Q183","P.S. 183","Q","Lighting Fixtures"
"27","Q183","P.S. 183","Q","Low-Voltage Electrical Systems"
"27","Q183","P.S. 183","Q","New/Retrofit Telephone/Intercom System"
"27","Q183","P.S. 183","Q","Paved Area-Concrete"
"27","Q183","P.S. 183","Q","Roofs"
"27","Q183","P.S. 183","Q","Ventilation"
"27","Q197","P.S. 197","Q","Boiler Conversion"
"27","Q197","P.S. 197","Q","Classroom Connectivity"
"27","Q197","P.S. 197","Q","Lighting Fixtures"
"27","Q197","P.S. 197","Q","New/Retrofit Telephone/Intercom System"
"27","Q198","I.S. 198","Q","Classroom Connectivity"
"27","Q198","I.S. 198","Q","Science Lab Upgrades"
"27","Q202","I.S. 202","Q","Classroom Connectivity"
"27","Q202","I.S. 202","Q","New/Retrofit Telephone/Intercom System"
"27","Q207","P.S. 207","Q","Classroom Connectivity"
"27","Q207","P.S. 207","Q","Low-Voltage Electrical Systems"
"27","Q210","I.S. 210","Q","Boiler Conversion"
"27","Q210","I.S. 210","Q","Classroom Connectivity"
"27","Q210","I.S. 210","Q","Emergency Stabilization"
"27","Q210","I.S. 210","Q","Exterior Masonry"
"27","Q210","I.S. 210","Q","Parapets"
"27","Q210","I.S. 210","Q","Roofs"
"27","Q215","P.S. 215","Q","Auditorium Upgrade"
"27","Q215","P.S. 215","Q","Classroom Connectivity"
"27","Q215","P.S. 215","Q","Exterior Masonry"
"27","Q215","P.S. 215","Q","Low-Voltage Electrical Systems"
"27","Q215","P.S. 215","Q","Parapets"
"27","Q215","P.S. 215","Q","Roofs"
"27","Q223","P.S. 223","Q","Classroom Connectivity"
"27","Q223","P.S. 223","Q","Exterior Masonry"
"27","Q223","P.S. 223","Q","IP Digital Video Surveillance"
"27","Q223","P.S. 223","Q","Lighting Fixtures"
"27","Q223","P.S. 223","Q","New/Retrofit Telephone/Intercom System"
"27","Q223","P.S. 223","Q","Parapets"
"27","Q223","P.S. 223","Q","Roofs"
"27","Q223","P.S. 223","Q","Windows"
"27","Q225","P.S. 225","Q","Boiler Conversion"
"27","Q225","P.S. 225","Q","Classroom Connectivity"
"27","Q225","P.S. 225","Q","Elevators and Escalators"
