bldgid,district,boro,school,programcategory,source,geom,cd,school_district
Q053,27,Q,I.S. 53,Student Toilets,sca_cp_added_projects,0101000020E6100000B5986C6FFD6F52C0A4CE86F54D4D4440,414,27
Q053,27,Q,I.S. 53,Roofs,sca_cp_added_projects,0101000020E6100000B5986C6FFD6F52C0A4CE86F54D4D4440,414,27
Q053,27,Q,I.S. 53,New/Retrofit Telephone/Intercom System,sca_cp_added_projects,0101000020E6100000B5986C6FFD6F52C0A4CE86F54D4D4440,414,27
Q112,30,Q,P.S. 112,Exterior Masonry,sca_cp_added_projects,0101000020E61000001DEF8291C07B52C0B002F37CEF604440,401,30
Q112,30,Q,P.S. 112,Parapets,sca_cp_added_projects,0101000020E61000001DEF8291C07B52C0B002F37CEF604440,401,30
Q112,30,Q,P.S. 112,Student Toilets,sca_cp_added_projects,0101000020E61000001DEF8291C07B52C0B002F37CEF604440,401,30
Q112,30,Q,P.S. 112,Roofs,sca_cp_added_projects,0101000020E61000001DEF8291C07B52C0B002F37CEF604440,401,30
Q440,78Q,Q,FOREST HILLS HS,Accessibility,sca_cp_added_projects,0101000020E6100000C34A1907047652C0F6453FC4705D4440,406,28
Q440,78Q,Q,FOREST HILLS HS,Lighting Fixtures,sca_cp_added_projects,0101000020E6100000C34A1907047652C0F6453FC4705D4440,406,28
Q440,78Q,Q,FOREST HILLS HS,Windows,sca_cp_added_projects,0101000020E6100000C34A1907047652C0F6453FC4705D4440,406,28
Q440,78Q,Q,FOREST HILLS HS,Safety Systems,sca_cp_added_projects,0101000020E6100000C34A1907047652C0F6453FC4705D4440,406,28
Q440,78Q,Q,FOREST HILLS HS,Roofs,sca_cp_added_projects,0101000020E6100000C34A1907047652C0F6453FC4705D4440,406,28
Q440,78Q,Q,FOREST HILLS HS,Parapets,sca_cp_added_projects,0101000020E6100000C34A1907047652C0F6453FC4705D4440,406,28
Q440,78Q,Q,FOREST HILLS HS,Exterior Masonry,sca_cp_added_projects,0101000020E6100000C34A1907047652C0F6453FC4705D4440,406,28
Q440,78Q,Q,FOREST HILLS HS,Heating Plant Upgrade,sca_cp_added_projects,0101000020E6100000C34A1907047652C0F6453FC4705D4440,406,28
Q440,78Q,Q,FOREST HILLS HS,IP Digital Video Surveillance System,sca_cp_added_projects,0101000020E6100000C34A1907047652C0F6453FC4705D4440,406,28
Q440,78Q,Q,FOREST HILLS HS,Auditorium  Upgrade,sca_cp_added_projects,0101000020E6100000C34A1907047652C0F6453FC4705D4440,406,28
Q066,27,Q,P.S. 66,New/Retrofit Telephone/Intercom System,sca_cp_added_projects,0101000020E61000003D118619277652C0F39C8B2256594440,409,27
Q066,27,Q,P.S. 66,Electrical Systems,sca_cp_added_projects,0101000020E61000003D118619277652C0F39C8B2256594440,409,27
Q066,27,Q,P.S. 66,Student Toilets,sca_cp_added_projects,0101000020E61000003D118619277652C0F39C8B2256594440,409,27
Q206,28,Q,P.S. 206,Heating Plant Upgrade,sca_cp_added_projects,0101000020E6100000468F8A321A7752C0A8D933E9F55D4440,406,28
Q063,27,Q,P.S. 63,Student Toilets,sca_cp_added_projects,0101000020E6100000CCDE4C05327652C0B0181CB1A6564440,410,27
Q063,27,Q,P.S. 63,IP Digital Video Surveillance System,sca_cp_added_projects,0101000020E6100000CCDE4C05327652C0B0181CB1A6564440,410,27
Q063,27,Q,P.S. 63,Parapets,sca_cp_added_projects,0101000020E6100000CCDE4C05327652C0B0181CB1A6564440,410,27
Q063,27,Q,P.S. 63,Auditorium  Upgrade,sca_cp_added_projects,0101000020E6100000CCDE4C05327652C0B0181CB1A6564440,410,27
Q063,27,Q,P.S. 63,Exterior Masonry,sca_cp_added_projects,0101000020E6100000CCDE4C05327652C0B0181CB1A6564440,410,27
Q063,27,Q,P.S. 63,Roofs,sca_cp_added_projects,0101000020E6100000CCDE4C05327652C0B0181CB1A6564440,410,27
Q160,28,Q,P.S. 160,Climate Control,sca_cp_added_projects,0101000020E61000000837B0F02D7352C09824F9CD1C584440,412,28
Q075,75Q,Q,P.S. 75 (R PEARY SCHOOL),Heating Plant Upgrade,sca_cp_added_projects,0101000020E6100000A9449318E97952C0466775B26E594440,405,24
Q042,27,Q,P.S. 42,Electrical Systems,sca_cp_added_projects,0101000020E6100000F844470ADE7252C0D15282FD134C4440,414,27
Q042,27,Q,P.S. 42,Reinforcing Cinder Concrete Slabs,sca_cp_cancelled_projects,0101000020E6100000F844470ADE7252C0D15282FD134C4440,414,27
Q042,27,Q,P.S. 42,Lighting Fixtures,sca_cp_added_projects,0101000020E6100000F844470ADE7252C0D15282FD134C4440,414,27
Q124,27,Q,P.S. 124,Student Toilets,sca_cp_added_projects,0101000020E6100000C0E2B1DBEB7352C0F254381A35554440,410,27
Q133,26,Q,P.S. 133,Student Toilets,sca_cp_added_projects,0101000020E6100000CD2024C5F06D52C0A50C0626C15D4440,413,26
Q420,78Q,Q,SPRINGFIELD GARDENS HS,Lighting Fixtures,sca_cp_added_projects,0101000020E6100000858F87E77E7052C02C9303B3A2554440,412,29
Q420,78Q,Q,SPRINGFIELD GARDENS HS,IP Digital Video Surveillance System,sca_cp_added_projects,0101000020E6100000858F87E77E7052C02C9303B3A2554440,412,29
Q420,78Q,Q,SPRINGFIELD GARDENS HS,Roofs,sca_cp_added_projects,0101000020E6100000858F87E77E7052C02C9303B3A2554440,412,29
Q420,78Q,Q,SPRINGFIELD GARDENS HS,Paved Area-Concrete,sca_cp_added_projects,0101000020E6100000858F87E77E7052C02C9303B3A2554440,412,29
Q099,28,Q,P.S. 99,Boiler Conversion,sca_cp_added_projects,0101000020E610000013249502F97452C0789D640A135B4440,409,28
Q099,28,Q,P.S. 99,Heating Plant Upgrade,sca_cp_added_projects,0101000020E610000013249502F97452C0789D640A135B4440,409,28
Q099,28,Q,P.S. 99,New/Retrofit Telephone/Intercom System,sca_cp_added_projects,0101000020E610000013249502F97452C0789D640A135B4440,409,28
Q099,28,Q,P.S. 99,Heating Plant Upgrade,sca_cp_added_projects,0101000020E610000013249502F97452C0789D640A135B4440,409,28
Q120,25,Q,P.S. 120,Lighting Fixtures,sca_cp_added_projects,0101000020E61000008419E204097552C0B134C833635F4440,407,25
Q120,25,Q,P.S. 120,IP Digital Video Surveillance System,sca_cp_added_projects,0101000020E61000008419E204097552C0B134C833635F4440,407,25
Q234,30,Q,P.S. 234,School Safety,sca_cp_cancelled_projects,0101000020E61000002CB91E20137B52C05B451BBD29624440,401,30
Q234,30,Q,P.S. 234,IP Digital Video Surveillance System,sca_cp_added_projects,0101000020E61000002CB91E20137B52C05B451BBD29624440,401,30
Q234,30,Q,P.S. 234,Accessibility,sca_cp_added_projects,0101000020E61000002CB91E20137B52C05B451BBD29624440,401,30
Q234,30,Q,P.S. 234,IP Digital Video Surveillance System,sca_cp_added_projects,0101000020E61000002CB91E20137B52C05B451BBD29624440,401,30
Q234,30,Q,P.S. 234,Heating Plant Upgrade,sca_cp_added_projects,0101000020E61000002CB91E20137B52C05B451BBD29624440,401,30
Q162,26,Q,P.S. 162,Exterior Masonry,sca_cp_added_projects,0101000020E610000047FCF36EB37152C0E6073DC0CB5F4440,411,26
Q162,26,Q,P.S. 162,Flood Elimination,sca_cp_added_projects,0101000020E610000047FCF36EB37152C0E6073DC0CB5F4440,411,26
Q253,27,Q,P.S. 253,New/Retrofit Telephone/Intercom System,sca_cp_added_projects,0101000020E6100000B01EFB57EC6F52C048BFE73FBA4D4440,414,27
Q686,78Q,Q,METROPOLITAN AVENUE CAMPUS,Accessibility,sca_cp_added_projects,0101000020E61000008C72BF75C97652C061FEE4BAC05A4440,406,28
Q193,25,Q,P.S. 193,Boiler Conversion,sca_cp_added_projects,0101000020E6100000B0241F7FC67352C06819F41C62654440,407,25
Q193,25,Q,P.S. 193,IP Digital Video Surveillance System,sca_cp_added_projects,0101000020E6100000B0241F7FC67352C06819F41C62654440,407,25
Q193,25,Q,P.S. 193,Playground Redevelopment and TCU Removal,sca_cp_added_projects,0101000020E6100000B0241F7FC67352C06819F41C62654440,407,25
Q193,25,Q,P.S. 193,Climate Control,sca_cp_added_projects,0101000020E6100000B0241F7FC67352C06819F41C62654440,407,25
Q460,78Q,Q,FLUSHING HS,Student Toilets,sca_cp_added_projects,0101000020E6100000525FAEBAEA7452C0CEA7365AE7614440,407,25
Q460,78Q,Q,FLUSHING HS,Lighting Fixtures,sca_cp_added_projects,0101000020E6100000525FAEBAEA7452C0CEA7365AE7614440,407,25
Q460,78Q,Q,FLUSHING HS,IP Digital Video Surveillance System,sca_cp_added_projects,0101000020E6100000525FAEBAEA7452C0CEA7365AE7614440,407,25
Q460,78Q,Q,FLUSHING HS,Heating Plant Upgrade,sca_cp_added_projects,0101000020E6100000525FAEBAEA7452C0CEA7365AE7614440,407,25
Q460,78Q,Q,FLUSHING HS,Heating Plant Upgrade,sca_cp_added_projects,0101000020E6100000525FAEBAEA7452C0CEA7365AE7614440,407,25
Q460,78Q,Q,FLUSHING HS,Parapets,sca_cp_added_projects,0101000020E6100000525FAEBAEA7452C0CEA7365AE7614440,407,25
Q460,78Q,Q,FLUSHING HS,Exterior Masonry,sca_cp_added_projects,0101000020E6100000525FAEBAEA7452C0CEA7365AE7614440,407,25
Q183,27,Q,P.S. 183,Student Toilets,sca_cp_added_projects,0101000020E610000047B6B0AD937352C033101B546B4B4440,414,27
Q183,27,Q,P.S. 183,IP Digital Video Surveillance System,sca_cp_added_projects,0101000020E610000047B6B0AD937352C033101B546B4B4440,414,27
Q183,27,Q,P.S. 183,Climate Control,sca_cp_cancelled_projects,0101000020E610000047B6B0AD937352C033101B546B4B4440,414,27
Q195,29,Q,P.S. 195,Student Toilets,sca_cp_added_projects,0101000020E610000087FC353E146F52C08B3F00B589534440,413,29
Q213,26,Q,P.S. 213,Heating Plant Upgrade,sca_cp_added_projects,0101000020E6100000BA5E25D1B46F52C0EA5BE9BCAC5F4440,411,26
Q141,30,Q,I.S. 141,Lighting Fixtures,sca_cp_added_projects,0101000020E61000000ACF4674E37952C0A8C5F1874C634440,401,30
Q141,30,Q,I.S. 141,Student Toilets,sca_cp_added_projects,0101000020E61000000ACF4674E37952C0A8C5F1874C634440,401,30
Q045,27,Q,P.S. 45,Student Toilets,sca_cp_added_projects,0101000020E6100000E449DEC87C7252C0B61B71DCFF554440,412,27
Q475,78Q,Q,RICHMOND HILL HS,School Improvement and Restructuring,sca_cp_added_projects,0101000020E610000022710C3D5D7552C03CE1F38FFB584440,409,27
Q475,78Q,Q,RICHMOND HILL HS,Playground Redevelopment and TCU Removal,sca_cp_added_projects,0101000020E610000022710C3D5D7552C03CE1F38FFB584440,409,27
Q475,78Q,Q,RICHMOND HILL HS,Lighting Fixtures,sca_cp_added_projects,0101000020E610000022710C3D5D7552C03CE1F38FFB584440,409,27
Q475,78Q,Q,RICHMOND HILL HS,IP Digital Video Surveillance System,sca_cp_added_projects,0101000020E610000022710C3D5D7552C03CE1F38FFB584440,409,27
Q475,78Q,Q,RICHMOND HILL HS,Cafeteria / Multipurpose Room Upgrade,sca_cp_added_projects,0101000020E610000022710C3D5D7552C03CE1F38FFB584440,409,27
Q475,78Q,Q,RICHMOND HILL HS,Code Compliance,sca_cp_added_projects,0101000020E610000022710C3D5D7552C03CE1F38FFB584440,409,27
Q475,78Q,Q,RICHMOND HILL HS,Heating Plant Upgrade,sca_cp_added_projects,0101000020E610000022710C3D5D7552C03CE1F38FFB584440,409,27
Q475,78Q,Q,RICHMOND HILL HS,Student Toilets,sca_cp_added_projects,0101000020E610000022710C3D5D7552C03CE1F38FFB584440,409,27
Q197,27,Q,P.S. 197,Exterior Masonry,sca_cp_added_projects,0101000020E6100000FA43E5279F6F52C0057FEF48C34C4440,414,27
Q197,27,Q,P.S. 197,Student Toilets,sca_cp_added_projects,0101000020E6100000FA43E5279F6F52C0057FEF48C34C4440,414,27
Q197,27,Q,P.S. 197,Roofs,sca_cp_added_projects,0101000020E6100000FA43E5279F6F52C0057FEF48C34C4440,414,27
Q201,25,Q,P.S. 201,Boiler Conversion,sca_cp_added_projects,0101000020E61000007DED0306087452C098798D57465E4440,408,25
Q201,25,Q,P.S. 201,Climate Control,sca_cp_added_projects,0101000020E61000007DED0306087452C098798D57465E4440,408,25
Q160,28,Q,P.S. 160,Parapets,sca_cp_added_projects,0101000020E61000000837B0F02D7352C09824F9CD1C584440,412,28
Q160,28,Q,P.S. 160,Heating Plant Upgrade,sca_cp_cancelled_projects,0101000020E61000000837B0F02D7352C09824F9CD1C584440,412,28
Q160,28,Q,P.S. 160,New/Retrofit Telephone/Intercom System,sca_cp_added_projects,0101000020E61000000837B0F02D7352C09824F9CD1C584440,412,28
Q160,28,Q,P.S. 160,Heating Plant Upgrade,sca_cp_added_projects,0101000020E61000000837B0F02D7352C09824F9CD1C584440,412,28
Q160,28,Q,P.S. 160,Flood Elimination,sca_cp_added_projects,0101000020E61000000837B0F02D7352C09824F9CD1C584440,412,28
Q160,28,Q,P.S. 160,Climate Control,sca_cp_cancelled_projects,0101000020E61000000837B0F02D7352C09824F9CD1C584440,412,28
Q180,27,Q,I.S. 323 (OLD IS 180),Student Toilets,sca_cp_added_projects,0101000020E6100000B3000857CF7452C057311AE8D24A4440,414,27
Q131,29,Q,P.S. 131,Exterior Masonry,sca_cp_added_projects,0101000020E6100000EE65F625D27252C09FBBD15DCB5B4440,408,29
Q131,29,Q,P.S. 131,Roofs,sca_cp_added_projects,0101000020E6100000EE65F625D27252C09FBBD15DCB5B4440,408,29
Q131,29,Q,P.S. 131,Student Toilets,sca_cp_added_projects,0101000020E6100000EE65F625D27252C09FBBD15DCB5B4440,408,29
Q131,29,Q,P.S. 131,Parapets,sca_cp_added_projects,0101000020E6100000EE65F625D27252C09FBBD15DCB5B4440,408,29
Q131,29,Q,P.S. 131,Flood Elimination,sca_cp_cancelled_projects,0101000020E6100000EE65F625D27252C09FBBD15DCB5B4440,408,29
Q207,27,Q,P.S. 207,IP Digital Video Surveillance System,sca_cp_added_projects,0101000020E610000073935F36027652C067AB149830544440,410,27
Q207,27,Q,P.S. 207,Paved Area-Blacktop,sca_cp_added_projects,0101000020E610000073935F36027652C067AB149830544440,410,27
Q081,24,Q,P.S. 81,Electrical Systems,sca_cp_added_projects,0101000020E6100000348AF04D5C7A52C0B2855AC41A5A4440,405,24
Q081,24,Q,P.S. 81,Playground Redevelopment and TCU Removal,sca_cp_added_projects,0101000020E6100000348AF04D5C7A52C0B2855AC41A5A4440,405,24
Q081,24,Q,P.S. 81,Student Toilets,sca_cp_added_projects,0101000020E6100000348AF04D5C7A52C0B2855AC41A5A4440,405,24
Q176,29,Q,P.S. 176,Electrical Systems,sca_cp_cancelled_projects,0101000020E6100000AAB61D92AB6E52C03B7FE047AE574440,413,29
Q176,29,Q,P.S. 176,Electrical Systems,sca_cp_added_projects,0101000020E6100000AAB61D92AB6E52C03B7FE047AE574440,413,29
Q176,29,Q,P.S. 176,Classroom Connectivity,sca_cp_added_projects,0101000020E6100000AAB61D92AB6E52C03B7FE047AE574440,413,29
Q168,25,Q,J.H.S. 168,Boiler Conversion,sca_cp_cancelled_projects,0101000020E6100000ECA28AAACC7352C09E33998CB25C4440,408,25
Q168,25,Q,J.H.S. 168,Waste System,sca_cp_added_projects,0101000020E6100000ECA28AAACC7352C09E33998CB25C4440,408,25
Q168,25,Q,J.H.S. 168,Climate Control,sca_cp_cancelled_projects,0101000020E6100000ECA28AAACC7352C09E33998CB25C4440,408,25
Q137,27,Q,M.S. 137,Heating Plant Upgrade,sca_cp_added_projects,0101000020E6100000BD205EA3B87552C03EF9CA88CD564440,410,27
Q137,27,Q,M.S. 137,IP Digital Video Surveillance System,sca_cp_added_projects,0101000020E6100000BD205EA3B87552C03EF9CA88CD564440,410,27
Q052,29,Q,P.S. 52,Parapets,sca_cp_added_projects,0101000020E6100000F70C9073197152C0EB484FCBA9544440,413,29
Q052,29,Q,P.S. 52,Playground Redevelopment and TCU Removal,sca_cp_added_projects,0101000020E6100000F70C9073197152C0EB484FCBA9544440,413,29
Q052,29,Q,P.S. 52,Student Toilets,sca_cp_added_projects,0101000020E6100000F70C9073197152C0EB484FCBA9544440,413,29
Q125,24,Q,I.S. 125 ADDITION,Lighting Fixtures,sca_cp_added_projects,0101000020E610000072579FF9CC7A52C065B07828C75E4440,402,24
Q125,24,Q,I.S. 125,Heating Plant Upgrade,sca_cp_added_projects,0101000020E610000072579FF9CC7A52C065B07828C75E4440,402,24
Q208,29,Q,P.S./I.S. 208,Climate Control,sca_cp_added_projects,0101000020E61000009E58488A906E52C0B5839A7F405F4440,413,26
Q022,25,Q,P.S. 22,Electrical Systems,sca_cp_added_projects,0101000020E6100000C8EBF6FEED7352C00C1D3F4E80614440,407,25
Q022,25,Q,P.S. 22,Student Toilets,sca_cp_added_projects,0101000020E6100000C8EBF6FEED7352C00C1D3F4E80614440,407,25
Q022,25,Q,P.S. 22,Playground Redevelopment and TCU Removal,sca_cp_added_projects,0101000020E6100000C8EBF6FEED7352C00C1D3F4E80614440,407,25
Q022,25,Q,P.S. 22,Heating Plant Upgrade,sca_cp_added_projects,0101000020E6100000C8EBF6FEED7352C00C1D3F4E80614440,407,25
Q022,25,Q,P.S. 22,Lighting Fixtures,sca_cp_added_projects,0101000020E6100000C8EBF6FEED7352C00C1D3F4E80614440,407,25
Q079,25,Q,P.S. 79,Heating Plant Upgrade,sca_cp_added_projects,0101000020E6100000152B52444F7452C087595641A2644440,407,25
Q079,25,Q,P.S. 79,Playground Redevelopment and TCU Removal,sca_cp_added_projects,0101000020E6100000152B52444F7452C087595641A2644440,407,25
Q033,29,Q,P.S. 33,Parapets,sca_cp_added_projects,0101000020E6100000A942C086FB6E52C0C8BC4809145D4440,413,29
Q033,29,Q,P.S. 33,Playground Redevelopment and TCU Removal,sca_cp_added_projects,0101000020E6100000A942C086FB6E52C0C8BC4809145D4440,413,29
Q033,29,Q,P.S. 33,Exterior Masonry,sca_cp_added_projects,0101000020E6100000A942C086FB6E52C0C8BC4809145D4440,413,29
Q068,24,Q,P.S. 68,Auditorium  Upgrade,sca_cp_cancelled_projects,0101000020E6100000C4C4AC886E7952C0760A600236594440,405,24
Q068,24,Q,P.S. 68,IP Digital Video Surveillance System,sca_cp_added_projects,0101000020E6100000C4C4AC886E7952C0760A600236594440,405,24
Q068,24,Q,P.S. 68,Auditorium  Upgrade,sca_cp_added_projects,0101000020E6100000C4C4AC886E7952C0760A600236594440,405,24
Q220,28,Q,P.S. 220,Student Toilets,sca_cp_added_projects,0101000020E610000008567C6B917652C0355A2C803F5E4440,406,28
Q150,30,Q,P.S. 150,Student Toilets,sca_cp_added_projects,0101000020E6100000A598AB94187B52C0FD58783C795F4440,402,30
Q064,27,Q,P.S. 64,Climate Control,sca_cp_added_projects,0101000020E6100000AE45214ED87652C06DFF44F648574440,409,27
Q064,27,Q,P.S. 64,Heating Plant Upgrade,sca_cp_added_projects,0101000020E6100000AE45214ED87652C06DFF44F648574440,409,27
Q064,27,Q,P.S. 64,Low-Voltage Electrical Systems,sca_cp_added_projects,0101000020E6100000AE45214ED87652C06DFF44F648574440,409,27
Q064,27,Q,P.S. 64,Student Toilets,sca_cp_added_projects,0101000020E6100000AE45214ED87652C06DFF44F648574440,409,27
Q695,78Q,Q,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL,Accessibility,sca_cp_added_projects,0101000020E61000000658223A907352C061EDCDCEDE5B4440,408,28
Q080,28,Q,P.S. 80,Student Toilets,sca_cp_added_projects,0101000020E6100000B52DEC6B397152C0DDE9704535564440,412,28
Q080,28,Q,P.S. 80,Heating Plant Upgrade,sca_cp_added_projects,0101000020E6100000B52DEC6B397152C0DDE9704535564440,412,28
K615,78K,K,E NY VOC HS OF TRANSIT TECH.,Student Toilets,sca_cp_added_projects,0101000020E610000022FA677A057852C0D02DA32BE2564440,305,19
K615,78K,K,E NY VOC HS OF TRANSIT TECH.,Electrical Systems,sca_cp_added_projects,0101000020E610000022FA677A057852C0D02DA32BE2564440,305,19
K615,78K,K,E NY VOC HS OF TRANSIT TECH.,Auditorium  Upgrade,sca_cp_added_projects,0101000020E610000022FA677A057852C0D02DA32BE2564440,305,19
K615,78K,K,E NY VOC HS OF TRANSIT TECH.,New/Retrofit Telephone/Intercom System,sca_cp_added_projects,0101000020E610000022FA677A057852C0D02DA32BE2564440,305,19
K615,78K,K,E NY VOC HS OF TRANSIT TECH.,Library Upgrade,sca_cp_added_projects,0101000020E610000022FA677A057852C0D02DA32BE2564440,305,19
K615,78K,K,E NY VOC HS OF TRANSIT TECH.,Technology,sca_cp_added_projects,0101000020E610000022FA677A057852C0D02DA32BE2564440,305,19
K615,78K,K,E NY VOC HS OF TRANSIT TECH.,IP Digital Video Surveillance System,sca_cp_added_projects,0101000020E610000022FA677A057852C0D02DA32BE2564440,305,19
K203,22,K,P.S. 203,Lighting Fixtures,sca_cp_added_projects,0101000020E6100000EAC7A5333F7B52C0FA80FE36A14F4440,318,22
K203,22,K,P.S. 203,New/Retrofit Telephone/Intercom System,sca_cp_added_projects,0101000020E6100000EAC7A5333F7B52C0FA80FE36A14F4440,318,22
K814,19,K,CYPRESS HILLS COMMUNITY SCHOOL,Lighting Fixtures,sca_cp_added_projects,0101000020E6100000219960E3BF7852C0FEA01033BF564440,305,19
K814,19,K,CYPRESS HILLS COMMUNITY SCHOOL,Technology,sca_cp_added_projects,0101000020E6100000219960E3BF7852C0FEA01033BF564440,305,19
K152,22,K,P.S. 152,Lighting Fixtures,sca_cp_added_projects,0101000020E610000006D5DFBE127D52C083FDDBB3F9504440,314,22
K152,22,K,P.S. 152,Lighting Fixtures,sca_cp_added_projects,0101000020E610000006D5DFBE127D52C083FDDBB3F9504440,314,22
K152,22,K,P.S. 152,Heating Plant Upgrade,sca_cp_added_projects,0101000020E610000006D5DFBE127D52C083FDDBB3F9504440,314,22
K152,22,K,P.S. 152,Playground Redevelopment and TCU Removal,sca_cp_added_projects,0101000020E610000006D5DFBE127D52C083FDDBB3F9504440,314,22
K152,22,K,P.S. 152,Lighting Fixtures,sca_cp_cancelled_projects,0101000020E610000006D5DFBE127D52C083FDDBB3F9504440,314,22
K024,15,K,P.S. 24,Accessibility,sca_cp_added_projects,0101000020E6100000333FED3A4B8052C08656DD2393534440,307,15
K024,15,K,P.S. 24,Heating Plant Upgrade,sca_cp_added_projects,0101000020E6100000333FED3A4B8052C08656DD2393534440,307,15
K014,22,K,I.S. 14,Waste System,sca_cp_added_projects,0101000020E61000004895D1EF097C52C0EA3722CAEF4B4440,315,22
K014,22,K,I.S. 14,Student Toilets,sca_cp_added_projects,0101000020E61000004895D1EF097C52C0EA3722CAEF4B4440,315,22
K014,22,K,I.S. 14,Lighting Fixtures,sca_cp_added_projects,0101000020E61000004895D1EF097C52C0EA3722CAEF4B4440,315,22
K014,22,K,I.S. 14,Flood Elimination,sca_cp_added_projects,0101000020E61000004895D1EF097C52C0EA3722CAEF4B4440,315,22
K014,22,K,I.S. 14,Domestic Piping,sca_cp_added_projects,0101000020E61000004895D1EF097C52C0EA3722CAEF4B4440,315,22
K410,78K,K,ABRAHAM LINCOLN HS,Heating Plant Upgrade,sca_cp_added_projects,0101000020E61000002EDE8D47FF7D52C0DEF5843A934A4440,313,21
K410,78K,K,ABRAHAM LINCOLN HS,IP Digital Video Surveillance System,sca_cp_added_projects,0101000020E61000002EDE8D47FF7D52C0DEF5843A934A4440,313,21
K410,78K,K,ABRAHAM LINCOLN HS,Lighting Fixtures,sca_cp_added_projects,0101000020E61000002EDE8D47FF7D52C0DEF5843A934A4440,313,21
K410,78K,K,ABRAHAM LINCOLN HS,Reinforcing Cinder Concrete Slabs,sca_cp_added_projects,0101000020E61000002EDE8D47FF7D52C0DEF5843A934A4440,313,21
K410,78K,K,ABRAHAM LINCOLN HS,Windows,sca_cp_added_projects,0101000020E61000002EDE8D47FF7D52C0DEF5843A934A4440,313,21
K410,78K,K,ABRAHAM LINCOLN HS,Reinforcing Support Elements,sca_cp_cancelled_projects,0101000020E61000002EDE8D47FF7D52C0DEF5843A934A4440,313,21
K211,18,K,I.S. 211,Student Toilets,sca_cp_added_projects,0101000020E610000018CD82604B7952C04B3B318A4B524440,318,18
K211,18,K,I.S. 211,IP Digital Video Surveillance System,sca_cp_added_projects,0101000020E610000018CD82604B7952C04B3B318A4B524440,318,18
K017,14,K,P.S. 17,Lighting Fixtures,sca_cp_added_projects,0101000020E6100000A9647269447D52C02F7748E68D5B4440,301,14
K017,14,K,P.S. 17,Student Toilets,sca_cp_added_projects,0101000020E6100000A9647269447D52C02F7748E68D5B4440,301,14
K017,14,K,P.S. 17,Heating Plant Upgrade,sca_cp_added_projects,0101000020E6100000A9647269447D52C02F7748E68D5B4440,301,14
K017,14,K,P.S. 17,Heating Plant Upgrade,sca_cp_added_projects,0101000020E6100000A9647269447D52C02F7748E68D5B4440,301,14
K017,14,K,P.S. 17,Floors,sca_cp_added_projects,0101000020E6100000A9647269447D52C02F7748E68D5B4440,301,14
K017,14,K,P.S. 17,Floors,sca_cp_advanced_projects,0101000020E6100000A9647269447D52C02F7748E68D5B4440,301,14
K017,14,K,P.S. 17,Lighting Fixtures,sca_cp_added_projects,0101000020E6100000A9647269447D52C02F7748E68D5B4440,301,14
K276,18,K,P.S. 276,Playground Redevelopment and TCU Removal,sca_cp_added_projects,0101000020E61000004C78CCD9237A52C0160F051A27514440,318,18
K276,18,K,P.S. 276,Paved Area-Blacktop,sca_cp_added_projects,0101000020E61000004C78CCD9237A52C0160F051A27514440,318,18
K276,18,K,P.S. 276,Exterior Masonry,sca_cp_added_projects,0101000020E61000004C78CCD9237A52C0160F051A27514440,318,18
K276,18,K,P.S. 276,Electrical Systems,sca_cp_cancelled_projects,0101000020E61000004C78CCD9237A52C0160F051A27514440,318,18
K276,18,K,P.S. 276,Lighting Fixtures,sca_cp_added_projects,0101000020E61000004C78CCD9237A52C0160F051A27514440,318,18
K420,78Q,Q,FRANKLIN K. LANE HS,Technology,sca_cp_added_projects,0101000020E61000003B6540C5A07752C0EFF64538AA584440,305,19
K420,78Q,Q,FRANKLIN K. LANE HS,Technology,sca_cp_added_projects,0101000020E61000003B6540C5A07752C0EFF64538AA584440,305,19
K420,78Q,Q,FRANKLIN K. LANE HS,Technology,sca_cp_added_projects,0101000020E61000003B6540C5A07752C0EFF64538AA584440,305,19
K420,78Q,Q,FRANKLIN K. LANE HS,Technology,sca_cp_added_projects,0101000020E61000003B6540C5A07752C0EFF64538AA584440,305,19
K420,78Q,Q,FRANKLIN K. LANE HS,Technology,sca_cp_added_projects,0101000020E61000003B6540C5A07752C0EFF64538AA584440,305,19
K420,78Q,Q,FRANKLIN K. LANE HS,Student Toilets,sca_cp_added_projects,0101000020E61000003B6540C5A07752C0EFF64538AA584440,305,19
K420,78Q,Q,FRANKLIN K. LANE HS,Lighting Fixtures,sca_cp_added_projects,0101000020E61000003B6540C5A07752C0EFF64538AA584440,305,19
K420,78Q,Q,FRANKLIN K. LANE HS,IP Digital Video Surveillance System,sca_cp_added_projects,0101000020E61000003B6540C5A07752C0EFF64538AA584440,305,19
K420,78Q,Q,FRANKLIN K. LANE HS,Heating Plant Upgrade,sca_cp_added_projects,0101000020E61000003B6540C5A07752C0EFF64538AA584440,305,19
K420,78Q,Q,FRANKLIN K. LANE HS,Auditorium  Upgrade,sca_cp_added_projects,0101000020E61000003B6540C5A07752C0EFF64538AA584440,305,19
K420,78Q,Q,FRANKLIN K. LANE HS,Accessibility,sca_cp_added_projects,0101000020E61000003B6540C5A07752C0EFF64538AA584440,305,19
K281,21,K,I.S. 281,Flood Elimination,sca_cp_added_projects,0101000020E6100000BDD75296967F52C0CA0E176B1D4C4440,311,21
